station1,station2,time,dist,line,flag,id1,id2,direction1,direction2,id0,station1_count,2d
Clapham Common,Clapham Common (ns),180,250,n,s,50,50.2,,s,50,6,TRUE
Clapham Common (nn),Clapham Common,180,250,n,s,50.1,50,n,,50,6,TRUE
Clapham Common (ns),Clapham Common,180,250,n,s,50.2,50,s,,50,6,TRUE
Clapham North,Clapham North (nn),180,250,n,s,51,51.1,,n,51,6,TRUE
Clapham North,Clapham North (ns),180,250,n,s,51,51.2,,s,51,6,TRUE
Clapham North (nn),Clapham North,180,250,n,s,51.1,51,n,,51,6,TRUE
Clapham North (ns),Clapham North,180,250,n,s,51.2,51,s,,51,6,TRUE
Clapham South,Clapham South (nn),180,250,n,s,52,52.1,,n,52,6,TRUE
Clapham South,Clapham South (ns),180,250,n,s,52,52.2,,s,52,6,TRUE
Clapham South (nn),Clapham South,180,250,n,s,52.1,52,n,,52,6,TRUE
Clapham South (ns),Clapham South,180,250,n,s,52.2,52,s,,52,6,TRUE
Cockfosters,Cockfosters (pw),180,250,p,s,53,53.2,,w,53,4,FALSE
Cockfosters (pe),Cockfosters,180,250,p,s,53.1,53,e,,53,4,FALSE
Colindale,Colindale (nn),180,250,n,s,54,54.1,,n,54,6,TRUE
Colindale,Colindale (ns),180,250,n,s,54,54.2,,s,54,6,TRUE
Colindale (nn),Colindale,180,250,n,s,54.1,54,n,,54,6,TRUE
Colindale (ns),Colindale,180,250,n,s,54.2,54,s,,54,6,TRUE
Colliers Wood,Colliers Wood (nn),180,250,n,s,55,55.1,,n,55,6,TRUE
Colliers Wood,Colliers Wood (ns),180,250,n,s,55,55.2,,s,55,6,TRUE
Colliers Wood (nn),Colliers Wood,180,250,n,s,55.1,55,n,,55,6,TRUE
Colliers Wood (ns),Colliers Wood,180,250,n,s,55.2,55,s,,55,6,TRUE
Covent Garden,Covent Garden (pe),180,250,p,s,56,56.1,,e,56,6,TRUE
Covent Garden,Covent Garden (pw),180,250,p,s,56,56.2,,w,56,6,TRUE
Covent Garden (pe),Covent Garden,180,250,p,s,56.1,56,e,,56,6,TRUE
Covent Garden (pw),Covent Garden,180,250,p,s,56.2,56,w,,56,6,TRUE
Croxley,Croxley (mn),180,250,m,s,57,57.1,,n,57,6,TRUE
Croxley,Croxley (ms),180,250,m,s,57,57.2,,s,57,6,TRUE
Croxley (mn),Croxley,180,250,m,s,57.1,57,n,,57,6,TRUE
Croxley (ms),Croxley,180,250,m,s,57.2,57,s,,57,6,TRUE
Dagenham East,Dagenham East (de),180,250,d,s,58,58.1,,e,58,6,TRUE
Dagenham East,Dagenham East (dw),180,250,d,s,58,58.2,,w,58,6,TRUE
Dagenham East (de),Dagenham East,180,250,d,s,58.1,58,e,,58,6,TRUE
Dagenham East (dw),Dagenham East,180,250,d,s,58.2,58,w,,58,6,TRUE
Dagenham Heathway,Dagenham Heathway (de),180,250,d,s,59,59.1,,e,59,6,TRUE
Dagenham Heathway,Dagenham Heathway (dw),180,250,d,s,59,59.2,,w,59,6,TRUE
Dagenham Heathway (de),Dagenham Heathway,180,250,d,s,59.1,59,e,,59,6,TRUE
Dagenham Heathway (dw),Dagenham Heathway,180,250,d,s,59.2,59,w,,59,6,TRUE
Debden,Debden (ce),180,250,c,s,60,60.1,,e,60,6,TRUE
Debden,Debden (cw),180,250,c,s,60,60.2,,w,60,6,TRUE
Debden (ce),Debden,180,250,c,s,60.1,60,e,,60,6,TRUE
Debden (cw),Debden,180,250,c,s,60.2,60,w,,60,6,TRUE
Dollis Hill,Dollis Hill (je),180,250,j,s,61,61.1,,e,61,6,TRUE
Dollis Hill,Dollis Hill (jw),180,250,j,s,61,61.2,,w,61,6,TRUE
Dollis Hill (je),Dollis Hill,180,250,j,s,61.1,61,e,,61,6,TRUE
Dollis Hill (jw),Dollis Hill,180,250,j,s,61.2,61,w,,61,6,TRUE
Ealing Broadway,Ealing Broadway (ce),180,250,d,s,62,62.1,,e,62,6,FALSE
Ealing Broadway,Ealing Broadway (de),180,250,d,s,62,62.3,,e,62,6,FALSE
Ealing Broadway (cw),Ealing Broadway,180,250,d,s,62.2,62,w,,62,6,FALSE
Ealing Broadway (dw),Ealing Broadway,180,250,d,s,62.4,62,w,,62,6,FALSE
Ealing Common,Ealing Common (de),180,250,d,s,63,63.1,,e,63,12,FALSE
Ealing Common,Ealing Common (dw),180,250,d,s,63,63.2,,w,63,12,FALSE
Ealing Common,Ealing Common (pe),180,250,p,s,63,63.3,,e,63,12,FALSE
Ealing Common,Ealing Common (pw),180,250,p,s,63,63.4,,w,63,12,FALSE
Ealing Common (de),Ealing Common,180,250,d,s,63.1,63,e,,63,12,FALSE
Ealing Common (dw),Ealing Common,180,250,d,s,63.2,63,w,,63,12,FALSE
Ealing Common (pe),Ealing Common,180,250,p,s,63.3,63,e,,63,12,FALSE
Ealing Common (pw),Ealing Common,180,250,p,s,63.4,63,w,,63,12,FALSE
Earls Court,Earls Court (de),180,250,d,s,64,64.1,,e,64,15,FALSE
Earls Court,Earls Court (dw),180,250,d,s,64,64.2,,w,64,15,FALSE
Earls Court,Earls Court (pe),180,250,p,s,64,64.3,,e,64,15,FALSE
Earls Court,Earls Court (pw),180,250,p,s,64,64.4,,w,64,15,FALSE
Earls Court (de),Earls Court,180,250,d,s,64.1,64,e,,64,15,FALSE
Earls Court (dw),Earls Court,180,250,d,s,64.2,64,w,,64,15,FALSE
Earls Court (pe),Earls Court,180,250,p,s,64.3,64,e,,64,15,FALSE
Earls Court (pw),Earls Court,180,250,p,s,64.4,64,w,,64,15,FALSE
East Acton,East Acton (ce),180,250,c,s,65,65.1,,e,65,6,TRUE
East Acton,East Acton (cw),180,250,c,s,65,65.2,,w,65,6,TRUE
East Acton (ce),East Acton,180,250,c,s,65.1,65,e,,65,6,TRUE
East Acton (cw),East Acton,180,250,c,s,65.2,65,w,,65,6,TRUE
East Finchley,East Finchley (nn),180,250,n,s,66,66.1,,n,66,6,TRUE
East Finchley,East Finchley (ns),180,250,n,s,66,66.2,,s,66,6,TRUE
East Finchley (nn),East Finchley,180,250,n,s,66.1,66,n,,66,6,TRUE
East Finchley (ns),East Finchley,180,250,n,s,66.2,66,s,,66,6,TRUE
East Ham,East Ham (dhe),180,250,"d,h",s,67,67.1,,e,67,6,TRUE
East Ham,East Ham (dhw),180,250,"d,h",s,67,67.2,,w,67,6,TRUE
East Ham (dhe),East Ham,180,250,"d,h",s,67.1,67,e,,67,6,TRUE
East Ham (dhw),East Ham,180,250,"d,h",s,67.2,67,w,,67,6,TRUE
East Putney,East Putney (de),180,250,d,s,68,68.1,,e,68,6,TRUE
East Putney,East Putney (dw),180,250,d,s,68,68.2,,w,68,6,TRUE
East Putney (de),East Putney,180,250,d,s,68.1,68,e,,68,6,TRUE
East Putney (dw),East Putney,180,250,d,s,68.2,68,w,,68,6,TRUE
Eastcote,Eastcote (mpn),180,250,m,s,69,69.1,,n,69,6,TRUE
Eastcote,Eastcote (mps),180,250,m,s,69,69.2,,s,69,6,TRUE
Eastcote (mpn),Eastcote,180,250,m,s,69.1,69,n,,69,6,TRUE
Eastcote (mps),Eastcote,180,250,m,s,69.2,69,s,,69,6,TRUE
Edgware,Edgware (ns),180,250,n,s,70,70.2,,s,70,3,FALSE
Edgware (nn),Edgware,180,250,n,s,70.1,70,n,,70,3,FALSE
Edgware Road (B),Edgware Road (B) (bn),180,250,b,s,71,71.1,B,n,71,6,TRUE
Edgware Road (B),Edgware Road (B) (bs),180,250,b,s,71,71.2,B,s,71,6,TRUE
Edgware Road (B) (bn),Edgware Road (B),180,250,b,s,71.1,71,n,B,71,6,TRUE
Edgware Road (B) (bs),Edgware Road (B),180,250,b,s,71.2,71,s,B,71,6,TRUE
Edgware Road (RDH),Edgware Road (RDH) (rdw2),180,250,"r,d",s,72,72.2,H,2,72,9,FALSE
Edgware Road (RDH),Edgware Road (RDH) (rhe1),180,250,"r,h",s,72,72.3,H,1,72,9,FALSE
Edgware Road (RDH),Edgware Road (RDH) (rhw1),180,250,"r,h",s,72,72.4,H,1,72,9,FALSE
Edgware Road (RDH) (rde2),Edgware Road (RDH),180,250,"r,d",s,72.1,72,2,H,72,9,FALSE
Edgware Road (RDH) (rhe1),Edgware Road (RDH),180,250,"r,h",s,72.3,72,1,H,72,9,FALSE
Edgware Road (RDH) (rhw1),Edgware Road (RDH),180,250,"r,h",s,72.4,72,1,H,72,9,FALSE
Elephant & Castle,Elephant & Castle (bn),180,250,b,s,73,73.1,,n,73,9,FALSE
Elephant & Castle,Elephant & Castle (nn),180,250,n,s,73,73.3,,n,73,9,FALSE
Elephant & Castle,Elephant & Castle (ns),180,250,n,s,73,73.4,,s,73,9,FALSE
Elephant & Castle (bs),Elephant & Castle,180,250,b,s,73.2,73,n,,73,9,FALSE
Elephant & Castle (nn),Elephant & Castle,180,250,n,s,73.3,73,n,,73,9,FALSE
Elephant & Castle (ns),Elephant & Castle,180,250,n,s,73.4,73,s,,73,9,FALSE
Elm Park,Elm Park (de),180,250,d,s,74,74.1,,e,74,6,TRUE
Elm Park,Elm Park (dw),180,250,d,s,74,74.2,,w,74,6,TRUE
Elm Park (de),Elm Park,180,250,d,s,74.1,74,e,,74,6,TRUE
Elm Park (dw),Elm Park,180,250,d,s,74.2,74,w,,74,6,TRUE
Embankment,Embankment (bn),180,250,b,s,75,75.1,,n,75,18,FALSE
Embankment,Embankment (bs),180,250,b,s,75,75.2,,s,75,18,FALSE
Embankment,Embankment (nn),180,250,n,s,75,75.3,,n,75,18,FALSE
Embankment,Embankment (ns),180,250,n,s,75,75.4,,s,75,18,FALSE
Embankment,Embankment (rde),180,250,"r,d",s,75,75.5,,e,75,18,FALSE
Embankment,Embankment (rdw),180,250,"r,d",s,75,75.6,,w,75,18,FALSE
Embankment (bn),Embankment,180,250,b,s,75.1,75,n,,75,18,FALSE
Embankment (bs),Embankment,180,250,b,s,75.2,75,s,,75,18,FALSE
Embankment (nn),Embankment,180,250,n,s,75.3,75,n,,75,18,FALSE
Embankment (ns),Embankment,180,250,n,s,75.4,75,s,,75,18,FALSE
Embankment (rde),Embankment,180,250,"r,d",s,75.5,75,e,,75,18,FALSE
Embankment (rdw),Embankment,180,250,"r,d",s,75.6,75,w,,75,18,FALSE
Epping,Epping (cw),180,250,c,s,76,76.2,,w,76,3,FALSE
Epping (ce),Epping,180,250,c,s,76.1,76,e,,76,3,FALSE
Euston,Euston (nn1),180,250,n,s,77,77.1,,1,77,20,FALSE
Euston,Euston (nn2),180,250,n,s,77,77.2,,2,77,20,FALSE
Euston,Euston (ns1),180,250,n,s,77,77.3,,1,77,20,FALSE
Euston,Euston (ns2),180,250,n,s,77,77.4,,2,77,20,FALSE
Euston,Euston (vn),180,250,v,s,77,77.5,,n,77,20,FALSE
Euston,Euston (vs),180,250,v,s,77,77.6,,s,77,20,FALSE
Euston (nn1),Euston,180,250,n,s,77.1,77,1,,77,20,FALSE
Euston (nn2),Euston,180,250,n,s,77.2,77,2,,77,20,FALSE
Euston (ns1),Euston,180,250,n,s,77.3,77,1,,77,20,FALSE
Euston (ns2),Euston,180,250,n,s,77.4,77,2,,77,20,FALSE
Euston (vn),Euston,180,250,v,s,77.5,77,n,,77,20,FALSE
Euston (vs),Euston,180,250,v,s,77.6,77,s,,77,20,FALSE
Euston Square,Euston Square (rhme),180,250,"r,h,m",s,78,78.1,,e,78,8,FALSE
Euston Square,Euston Square (rhmw),180,250,"r,h,m",s,78,78.2,,w,78,8,FALSE
Euston Square (rhme),Euston Square,180,250,"r,h,m",s,78.1,78,e,,78,8,FALSE
Euston Square (rhmw),Euston Square,180,250,"r,h,m",s,78.2,78,w,,78,8,FALSE
Fairlop,Fairlop (ce),180,250,c,s,79,79.1,,e,79,6,TRUE
Fairlop,Fairlop (cw),180,250,c,s,79,79.2,,w,79,6,TRUE
Fairlop (ce),Fairlop,180,250,c,s,79.1,79,e,,79,6,TRUE
Fairlop (cw),Fairlop,180,250,c,s,79.2,79,w,,79,6,TRUE
Farringdon,Farringdon (rhme),180,250,"r,h,m",s,80,80.1,,e,80,6,TRUE
Farringdon,Farringdon (rhmw),180,250,"r,h,m",s,80,80.2,,w,80,6,TRUE
Farringdon (rhme),Farringdon,180,250,"r,h,m",s,80.1,80,e,,80,6,TRUE
Farringdon (rhmw),Farringdon,180,250,"r,h,m",s,80.2,80,w,,80,6,TRUE
Finchley Central,Finchley Central (nn),180,250,n,s,81,81.1,,n,81,7,FALSE
Finchley Central,Finchley Central (ns),180,250,n,s,81,81.2,,s,81,7,FALSE
Finchley Central (nn),Finchley Central,180,250,n,s,81.1,81,n,,81,7,FALSE
Finchley Central (ns),Finchley Central,180,250,n,s,81.2,81,s,,81,7,FALSE
Finchley Road,Finchley Road (je),180,250,j,s,82,82.1,,e,82,12,FALSE
Finchley Road,Finchley Road (jw),180,250,j,s,82,82.2,,w,82,12,FALSE
Finchley Road,Finchley Road (mn),180,250,m,s,82,82.3,,n,82,12,FALSE
Finchley Road,Finchley Road (ms),180,250,m,s,82,82.4,,s,82,12,FALSE
Finchley Road (je),Finchley Road,180,250,j,s,82.1,82,e,,82,12,FALSE
Finchley Road (jw),Finchley Road,180,250,j,s,82.2,82,w,,82,12,FALSE
Finchley Road (mn),Finchley Road,180,250,m,s,82.3,82,n,,82,12,FALSE
Finchley Road (ms),Finchley Road,180,250,m,s,82.4,82,s,,82,12,FALSE
Finsbury Park,Finsbury Park (pe),180,250,p,s,83,83.1,,e,83,12,FALSE
Finsbury Park,Finsbury Park (pw),180,250,p,s,83,83.2,,w,83,12,FALSE
Finsbury Park,Finsbury Park (vn),180,250,v,s,83,83.3,,n,83,12,FALSE
Finsbury Park,Finsbury Park (vs),180,250,v,s,83,83.4,,s,83,12,FALSE
Finsbury Park (pe),Finsbury Park,180,250,p,s,83.1,83,e,,83,12,FALSE
Finsbury Park (pw),Finsbury Park,180,250,p,s,83.2,83,w,,83,12,FALSE
Finsbury Park (vn),Finsbury Park,180,250,v,s,83.3,83,n,,83,12,FALSE
Finsbury Park (vs),Finsbury Park,180,250,v,s,83.4,83,s,,83,12,FALSE
Fulham Broadway,Fulham Broadway (de),180,250,d,s,84,84.1,,e,84,6,TRUE
Fulham Broadway,Fulham Broadway (dw),180,250,d,s,84,84.2,,w,84,6,TRUE
Fulham Broadway (de),Fulham Broadway,180,250,d,s,84.1,84,e,,84,6,TRUE
Fulham Broadway (dw),Fulham Broadway,180,250,d,s,84.2,84,w,,84,6,TRUE
Gants Hill,Gants Hill (ce),180,250,c,s,85,85.1,,e,85,6,TRUE
Gants Hill,Gants Hill (cw),180,250,c,s,85,85.2,,w,85,6,TRUE
Gants Hill (ce),Gants Hill,180,250,c,s,85.1,85,e,,85,6,TRUE
Gants Hill (cw),Gants Hill,180,250,c,s,85.2,85,w,,85,6,TRUE
Gloucester Road,Gloucester Road (pe),180,250,p,s,86,86.1,,e,86,13,FALSE
Gloucester Road,Gloucester Road (pw),180,250,p,s,86,86.2,,w,86,13,FALSE
Gloucester Road,Gloucester Road (rde),180,250,"r,d",s,86,86.3,,e,86,13,FALSE
Gloucester Road,Gloucester Road (rdw),180,250,"r,d",s,86,86.4,,w,86,13,FALSE
Gloucester Road (pe),Gloucester Road,180,250,p,s,86.1,86,e,,86,13,FALSE
Gloucester Road (pw),Gloucester Road,180,250,p,s,86.2,86,w,,86,13,FALSE
Gloucester Road (rde),Gloucester Road,180,250,"r,d",s,86.3,86,e,,86,13,FALSE
Gloucester Road (rdw),Gloucester Road,180,250,"r,d",s,86.4,86,w,,86,13,FALSE
Golders Green,Golders Green (nn),180,250,n,s,87,87.1,,n,87,6,TRUE
Golders Green,Golders Green (ns),180,250,n,s,87,87.2,,s,87,6,TRUE
Golders Green (nn),Golders Green,180,250,n,s,87.1,87,n,,87,6,TRUE
Golders Green (ns),Golders Green,180,250,n,s,87.2,87,s,,87,6,TRUE
Goldhawk Road,Goldhawk Road (rhe),180,250,"r,h",s,88,88.1,,e,88,6,TRUE
Goldhawk Road,Goldhawk Road (rhw),180,250,"r,h",s,88,88.2,,w,88,6,TRUE
Goldhawk Road (rhe),Goldhawk Road,180,250,"r,h",s,88.1,88,e,,88,6,TRUE
Goldhawk Road (rhw),Goldhawk Road,180,250,"r,h",s,88.2,88,w,,88,6,TRUE
Goodge Street,Goodge Street (nn),180,250,n,s,89,89.1,,n,89,6,TRUE
Goodge Street,Goodge Street (ns),180,250,n,s,89,89.2,,s,89,6,TRUE
Goodge Street (nn),Goodge Street,180,250,n,s,89.1,89,n,,89,6,TRUE
Goodge Street (ns),Goodge Street,180,250,n,s,89.2,89,s,,89,6,TRUE
Grange Hill,Grange Hill (ce),180,250,c,s,90,90.1,,e,90,6,TRUE
Grange Hill,Grange Hill (cw),180,250,c,s,90,90.2,,w,90,6,TRUE
Grange Hill (ce),Grange Hill,180,250,c,s,90.1,90,e,,90,6,TRUE
Grange Hill (cw),Grange Hill,180,250,c,s,90.2,90,w,,90,6,TRUE
Great Portland Street,Great Portland Street (rhme),180,250,"r,h,m",s,91,91.1,,e,91,7,FALSE
Great Portland Street,Great Portland Street (rhmw),180,250,"r,h,m",s,91,91.2,,w,91,7,FALSE
Great Portland Street (rhme),Great Portland Street,180,250,"r,h,m",s,91.1,91,e,,91,7,FALSE
Great Portland Street (rhmw),Great Portland Street,180,250,"r,h,m",s,91.2,91,w,,91,7,FALSE
Green Park,Green Park (je),180,250,j,s,92,92.1,,e,92,18,FALSE
Green Park,Green Park (jw),180,250,j,s,92,92.2,,w,92,18,FALSE
Green Park,Green Park (pe),180,250,p,s,92,92.3,,e,92,18,FALSE
Green Park,Green Park (pw),180,250,p,s,92,92.4,,w,92,18,FALSE
Green Park,Green Park (vn),180,250,v,s,92,92.5,,n,92,18,FALSE
Green Park,Green Park (vs),180,250,v,s,92,92.6,,s,92,18,FALSE
Green Park (je),Green Park,180,250,j,s,92.1,92,e,,92,18,FALSE
Green Park (jw),Green Park,180,250,j,s,92.2,92,w,,92,18,FALSE
Green Park (pe),Green Park,180,250,p,s,92.3,92,e,,92,18,FALSE
Green Park (pw),Green Park,180,250,p,s,92.4,92,w,,92,18,FALSE
Green Park (vn),Green Park,180,250,v,s,92.5,92,n,,92,18,FALSE
Green Park (vs),Green Park,180,250,v,s,92.6,92,s,,92,18,FALSE
Greenford,Greenford (ce),180,250,c,s,93,93.1,,e,93,6,TRUE
Greenford,Greenford (cw),180,250,c,s,93,93.2,,w,93,6,TRUE
Greenford (ce),Greenford,180,250,c,s,93.1,93,e,,93,6,TRUE
Greenford (cw),Greenford,180,250,c,s,93.2,93,w,,93,6,TRUE
Gunnersbury,Gunnersbury (de),180,250,d,s,94,94.1,,e,94,6,TRUE
Gunnersbury,Gunnersbury (dw),180,250,d,s,94,94.2,,w,94,6,TRUE
Gunnersbury (de),Gunnersbury,180,250,d,s,94.1,94,e,,94,6,TRUE
Gunnersbury (dw),Gunnersbury,180,250,d,s,94.2,94,w,,94,6,TRUE
Hainault,Hainault (ce),180,250,c,s,95,95.1,,e,95,6,TRUE
Hainault,Hainault (cw),180,250,c,s,95,95.2,,w,95,6,TRUE
Hainault (ce),Hainault,180,250,c,s,95.1,95,e,,95,6,TRUE
Hainault (cw),Hainault,180,250,c,s,95.2,95,w,,95,6,TRUE
Hammersmith (DP),Hammersmith (DP) (pe),180,250,p,s,96,96.3,,e,96,12,FALSE
Hammersmith (DP),Hammersmith (DP) (pw),180,250,p,s,96,96.4,,w,96,12,FALSE
Hammersmith (DP),Hammersmith (DP) (de),180,250,d,s,96,96.1,,e,96,12,FALSE
Hammersmith (DP),Hammersmith (DP) (dw),180,250,d,s,96,96.2,,w,96,12,FALSE
Hammersmith (DP) (de),Hammersmith (DP),180,250,d,s,96.1,96,e,,96,12,FALSE
Hammersmith (DP) (dw),Hammersmith (DP),180,250,d,s,96.2,96,w,,96,12,FALSE
Hammersmith (DP) (pe),Hammersmith (DP),180,250,p,s,96.3,96,e,,96,12,FALSE
Hammersmith (DP) (pw),Hammersmith (DP),180,250,p,s,96.4,96,w,,96,12,FALSE
Hammersmith (RH),Hammersmith (RH) (rhe),180,250,"r,h",s,97,97.1,,e,97,3,FALSE
Hammersmith (RH) (rhw),Hammersmith (RH),180,250,"r,h",s,97.2,97,w,,97,3,FALSE
Hampstead,Hampstead (nn),180,250,n,s,98,98.1,,n,98,6,TRUE
Hampstead,Hampstead (ns),180,250,n,s,98,98.2,,s,98,6,TRUE
Hampstead (nn),Hampstead,180,250,n,s,98.1,98,n,,98,6,TRUE
Hampstead (ns),Hampstead,180,250,n,s,98.2,98,s,,98,6,TRUE
Hanger Lane,Hanger Lane (ce),180,250,c,s,99,99.1,,e,99,8,FALSE
Hanger Lane,Hanger Lane (cw),180,250,c,s,99,99.2,,w,99,8,FALSE
Hanger Lane (ce),Hanger Lane,180,250,c,s,99.1,99,e,,99,8,FALSE
Hanger Lane (cw),Hanger Lane,180,250,c,s,99.2,99,w,,99,8,FALSE
Harlesden,Harlesden (bn),180,250,b,s,100,100.1,,n,100,6,TRUE
Harlesden,Harlesden (bs),180,250,b,s,100,100.2,,s,100,6,TRUE
Harlesden (bn),Harlesden,180,250,b,s,100.1,100,n,,100,6,TRUE
Harlesden (bs),Harlesden,180,250,b,s,100.2,100,s,,100,6,TRUE
Harrow & Wealdstone,Harrow & Wealdstone (bs),180,250,b,s,101,101.2,,s,101,3,FALSE
Harrow & Wealdstone (bn),Harrow & Wealdstone,180,250,b,s,101.1,101,n,,101,3,FALSE
Harrow-on-the-Hill,Harrow-on-the-Hill (mn),180,250,m,s,102,102.1,,n,102,7,FALSE
Harrow-on-the-Hill,Harrow-on-the-Hill (ms),180,250,m,s,102,102.2,,s,102,7,FALSE
Harrow-on-the-Hill (mn),Harrow-on-the-Hill,180,250,m,s,102.1,102,n,,102,7,FALSE
Harrow-on-the-Hill (ms),Harrow-on-the-Hill,180,250,m,s,102.2,102,s,,102,7,FALSE
Hatton Cross,Hatton Cross (pe),180,250,p,s,103,103.1,,e,103,7,FALSE
Hatton Cross,Hatton Cross (pw),180,250,p,s,103,103.2,,w,103,7,FALSE
Hatton Cross (pe),Hatton Cross,180,250,p,s,103.1,103,e,,103,7,FALSE
Hatton Cross (pw),Hatton Cross,180,250,p,s,103.2,103,w,,103,7,FALSE
Heathrow Terminal 4,Heathrow Terminal 4 (pe),180,250,p,s,104,104.1,,e,104,3,FALSE
Heathrow Terminal 4 (pw),Heathrow Terminal 4,180,250,p,s,104.2,104,w,,104,3,FALSE
Heathrow Terminal 5,Heathrow Terminal 5 (pe),180,250,p,s,105,105.1,,e,105,3,FALSE
Heathrow Terminal 5 (pw),Heathrow Terminal 5,180,250,p,s,105.2,105,w,,105,3,FALSE
Heathrow Terminals 2 & 3,Heathrow Terminals 2 & 3 (pe),180,250,p,s,106,106.1,,e,106,6,TRUE
Heathrow Terminals 2 & 3,Heathrow Terminals 2 & 3 (pw),180,250,p,s,106,106.2,,w,106,6,TRUE
Heathrow Terminals 2 & 3 (pe),Heathrow Terminals 2 & 3,180,250,p,s,106.1,106,e,,106,6,TRUE
Heathrow Terminals 2 & 3 (pw),Heathrow Terminals 2 & 3,180,250,p,s,106.2,106,w,,106,6,TRUE
Hendon Central,Hendon Central (nn),180,250,n,s,107,107.1,,n,107,6,TRUE
Hendon Central,Hendon Central (ns),180,250,n,s,107,107.2,,s,107,6,TRUE
Hendon Central (nn),Hendon Central,180,250,n,s,107.1,107,n,,107,6,TRUE
Hendon Central (ns),Hendon Central,180,250,n,s,107.2,107,s,,107,6,TRUE
High Barnet,High Barnet (ns),180,250,n,s,108,108.2,,s,108,4,FALSE
High Barnet (nn),High Barnet,180,250,n,s,108.1,108,n,,108,4,FALSE
High Street Kensington,High Street Kensington (rde),180,250,"r,d",s,109,109.1,,e,109,7,FALSE
High Street Kensington,High Street Kensington (rdw),180,250,"r,d",s,109,109.2,,w,109,7,FALSE
High Street Kensington (rde),High Street Kensington,180,250,"r,d",s,109.1,109,e,,109,7,FALSE
High Street Kensington (rdw),High Street Kensington,180,250,"r,d",s,109.2,109,w,,109,7,FALSE
Highbury & Islington,Highbury & Islington (vn),180,250,v,s,110,110.1,,n,110,6,TRUE
Highbury & Islington,Highbury & Islington (vs),180,250,v,s,110,110.1,,s,110,6,TRUE
Highbury & Islington (vn),Highbury & Islington,180,250,v,s,110.1,110,n,,110,6,TRUE
Highbury & Islington (vs),Highbury & Islington,180,250,v,s,110.1,110,s,,110,6,TRUE
Highgate,Highgate (nn),180,250,n,s,111,111.1,,n,111,7,FALSE
Highgate,Highgate (ns),180,250,n,s ,111,111.2,,s,111,7,FALSE
Highgate (nn),Highgate,180,250,n,s,111.1,111,n,,111,7,FALSE
Highgate (ns),Highgate,180,250,n,s,111.2,111,s,,111,7,FALSE
Hillingdon,Hillingdon (mpn),180,250,m,s,112,112.1,,n,112,6,TRUE
Hillingdon,Hillingdon (mps),180,250,m,s,112,112.2,,s,112,6,TRUE
Hillingdon (mpn),Hillingdon,180,250,m,s,112.1,112,n,,112,6,TRUE
Hillingdon (mps),Hillingdon,180,250,m,s,112.2,112,s,,112,6,TRUE
Holborn,Holborn (ce),180,250,c,s,113,113.1,,e,113,12,FALSE
Holborn,Holborn (cw),180,250,c,s,113,113.2,,w,113,12,FALSE
Holborn,Holborn (pe),180,250,p,s,113,113.3,,e,113,12,FALSE
Holborn,Holborn (pw),180,250,p,s,113,113.4,,w,113,12,FALSE
Holborn (ce),Holborn,180,250,c,s,113.1,113,e,,113,12,FALSE
Holborn (cw),Holborn,180,250,c,s,113.2,113,w,,113,12,FALSE
Holborn (pe),Holborn,180,250,p,s,113.3,113,e,,113,12,FALSE
Holborn (pw),Holborn,180,250,p,s,113.4,113,w,,113,12,FALSE
Holland Park,Holland Park (ce),180,250,c,s,114,114.1,,e,114,6,TRUE
Holland Park,Holland Park (cw),180,250,c,s,114,114.2,,w,114,6,TRUE
Holland Park (ce),Holland Park,180,250,c,s,114.1,114,e,,114,6,TRUE
Holland Park (cw),Holland Park,180,250,c,s,114.2,114,w,,114,6,TRUE
Holloway Road,Holloway Road (pe),180,250,p,s,115,115.1,,e,115,6,TRUE
Holloway Road,Holloway Road (pw),180,250,p,s,115,115.2,,w,115,6,TRUE
Holloway Road (pe),Holloway Road,180,250,p,s,115.1,115,e,,115,6,TRUE
Holloway Road (pw),Holloway Road,180,250,p,s,115.2,115,w,,115,6,TRUE
Hornchurch,Hornchurch (de),180,250,d,s,116,116.1,,e,116,6,TRUE
Hornchurch,Hornchurch (dw),180,250,d,s,116,116.2,,w,116,6,TRUE
Hornchurch (de),Hornchurch,180,250,d,s,116.1,116,e,,116,6,TRUE
Hornchurch (dw),Hornchurch,180,250,d,s,116.2,116,w,,116,6,TRUE
Hounslow Central,Hounslow Central (pe),180,250,p,s,117,117.1,,e,117,6,TRUE
Hounslow Central,Hounslow Central (pw),180,250,p,s,117,117.2,,w,117,6,TRUE
Hounslow Central (pe),Hounslow Central,180,250,p,s,117.1,117,e,,117,6,TRUE
Hounslow Central (pw),Hounslow Central,180,250,p,s,117.2,117,w,,117,6,TRUE
Hounslow East,Hounslow East (pe),180,250,p,s,118,118.1,,e,118,6,TRUE
Hounslow East,Hounslow East (pw),180,250,p,s,118,118.2,,w,118,6,TRUE
Hounslow East (pe),Hounslow East,180,250,p,s,118.1,118,e,,118,6,TRUE
Hounslow East (pw),Hounslow East,180,250,p,s,118.2,118,w,,118,6,TRUE
Hounslow West,Hounslow West (pe),180,250,p,s,119,119.1,,e,119,6,TRUE
Hounslow West,Hounslow West (pw),180,250,p,s,119,119.2,,w,119,6,TRUE
Hounslow West (pe),Hounslow West,180,250,p,s,119.1,119,e,,119,6,TRUE
Hounslow West (pw),Hounslow West,180,250,p,s,119.2,119,w,,119,6,TRUE
